Tweet,Tweet Length
@Alfa_Bimas @Intel_Imut @Boediantar4 Seskab ya ngurus kabinet gimana sih PAOK wkwkwkw,11
Serba-serbi Maung Pindad Berpeluang Jadi Mobil Dinas Menteri di Kabinet Prabowo https://t.co/BCXmaO8K8c #TempoNasional,13
Setelah Presiden @prabowo susah payah sampai keluar uang banyak untuk konsolidasi Kabinet Merah Putih setelahnya @gibran_tweet malah sempat-sempatnya blusukan di Pasar Gitong Royong merongrong popularitas Presiden.,26
https://t.co/kpqg41c8tk IPOL.ID-Wakil Menteri Keuangan Anggito Abimanyu mengatakan mobil Maung produksi BUMN PT Pindad akan menjadi kendaraan dinas para pejabat kementerian dan eselon I di Kabinet Merah Putih. #mobilmaung #ptpindad #kendaraandinas #ipol https://t.co/dihvoat58j,32
@DeaPatriliana Pertumbuhan ekonomi makin cepat dengan kebijakan cerdas kabinet ini!,10
@kemgelapan masih memantau beliau masuk kabinet merah putih,8
#SahabatPengayoman Seluruh menteri dan wakil menteri di bidang hukum dan HAM mengikuti kegiatan Retreat Kabinet Merah Putih di Akademi Militer Magelang Jawa Tengah pada tanggal 25-27 Oktober 2024. #KemenkumhamRI #KumhamPASTI https://t.co/E4GvIS4rKp,31
@pakmul63 Teratai mekar aja dibilang tanda2 baik kabinet Prabowo ,9
GMNI Optimistis Kabinet Merah Putih Mampu Jalankan Semua Program Kerja Prabowo https://t.co/rN5ly6yHhl #beritasatu #news #berita,15
Retret Kabinet Merah Putih membuat Menag Nasaruddin Umar terinspirasi ingin menerapkannya di lingkungan Kemenag. Ini alasannya. Via: @detikHikmah https://t.co/lrUYcatYnb,19
Fakta-Fakta Menarik Retreat Menteri Kabinet Prabowo di Akmil Magelang https://t.co/096O0mRXhK,10
GMNI Yakin Kabinet Merah Putih Mampu Jalankan Semua Program Prabowo https://t.co/5rHnq4RwOu,11
@DeaPatriliana Makin banyak anak-anak bisa akses pendidikan yang bagus thanks kabinet!,11
Pembekalan Kabinet Merah Putih di Akmil Magelang Didukung Warganet https://t.co/xmx4iFZlbW,10
@mosellshocker @CNNIndonesia Dapet banget namanya juga kabinet balas budi https://t.co/uMsBmqqCbh,10
Raffi Ahmad dan Kabinet Merah Putih tiga hari kemarin melaksanakan retreat di Akmil Magelang. Raffi sampaikan pesan dan keinginan Presiden Prabowo Subianto. https://t.co/CAEF68V92h,23
@DeaPatriliana Ekonomi lokal terus berkembang apalagi dengan program dari Kabinet Merah Putih. Luar biasa!,14
@glazer_hardline @kumparan @pindad mungkin PT Pindad sekali lagi bisa memberikan edukasi kepada akun2 X yg menganalisis kendaraan pak @prabowo dan yg rencana nya akan dipakai juga oleh para menteri kabinet merah putih,32
Hari Terakhir Retreat Kabinet Merah Putih Menhan Sjafrie Beri Pandangan #beritategas #sorotan #semuaorang https://t.co/yNXApjnuwT,14
Karena itu lanjutnya seusai retreat Kabinet Merah Putih di Magelang dia langsung mengunjungi pusat pembenihan berskala besar itu.,18
Kisruh Kabinet Prabowo Subianto Prabowo Subianto benar-benar menjalankan misi keberlanjutan pemerintahan Jokowi. Selain mempertahankan 17 menteri Jokowi ia merekrut orang bermasalah secara hukum dan etika ke dalam kabinetnya. Prabowo juga membentuk lembaga baru yang menabrak https://t.co/d0EQbpNe9N,36
@kesittt Rambo yg ini gak bawah Senpi Tapi bawa senyum dari hati ,12
Respons Raffi Ahmad Soal Prabowo Biayai Pembekalan Kabinet: Hidup Matinya untuk Indonesia https://t.co/dDtkt5MDfu,13
Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi menegaskan biaya pembekalan anggota Kabinet Merah Putih yang berlangsung di Akademi Militer Magelang Jawa Tengah pada 24 hingga 27 Oktober berasal dari uang pribadi Presiden Prabowo Subianto. https://t.co/OLYdGMts2a,34
Pegiat media sosial Dokter Tifa mengomentari kabar Wapres RI Gibran Rakabuming Raka yang pulang lebih dulu dari Akmil Magelang #Gibran #prabowo #Akmil #DokterTifa #kabinet #Magelang https://t.co/75y6Suiae2,26
@ArisGTG99 @ganjarpranowo Mendukung Pemerintahan tidak harus ikut gabung dalam kabinet karena sumbangsih pada negara tidak harus menjadi menteri berada di luar kabinet bukan berarti tidak mendukung daripada berada di dalam kabinet yg akhirnya merecoki ...seperti menteri2 yg ada mulai kelihatan aslinya.,41
BKN melaporkan 229.901 ASN akan dialihkan ke kementerian baru akibat perubahan struktur kabinet. https://t.co/SlYATZTr4h,14
Electrizen PLN sukses menghadirkan listrik andal untuk acara Retreat Kabinet Merah Putih di Akademi Militer (Akmil) Magelang pada 24-27 Oktober 2024 yang dipimpin oleh Presiden Prabowo Subianto. #PLN #PLNUntukIndonesia #AcceleratingRenewableEnergy https://t.co/cwp8VSspTE,31
Sekitar 2 minggu sebelum pengumuman kabinet kami @nu_online berkunjung ke kantor @muhammadiyah di Menteng Jak-Pus utk mewawancarai Masprof @Abe_Mukti utk program Menjadi Indonesia. Selamat menyimak! https://t.co/Ylo4Bnd885,26
[SELAMAT MEMPERINGATI HARI SUMPAH PEMUDA] Jadilah pemuda yang kreatif dan berkualitas. Bukan hanya sekedar sumpah tetap bersamai dengan aksi untuk mewujudkan semangat muda demi memajukan bangsa Indonesia. BEM Indonesia Mandiri Kabinet Abhiprayagana 2023/2024 https://t.co/qCWQVJDUjj,34
Prabowo baru aja ngeluarin formasi Kabinet Merah Putih dan ternyata ada 109 menteri dan wakil menteri! Wow banyak banget ya! Nah ada salah satu menteri yang menarik perhatian netizen yaitu Menteri Luar Negeri Sugiono. Kalian udah tau siapa dia? https://t.co/N83OIqg5Ef,40
Memang beda kelas jiwa patriotik antara militer dan tukang... klo militer demi negara klo tukang demi keluarga Ternyata Presiden Prabowo Biayai Sendiri Retret Kabinet Merah Putih di Akmil Magelang Sumber: https://t.co/4Eikklfzpk https://t.co/fcwq0QJuNc,32
Kemenpan RB saat ini menyiapkan SDM aparatur sipil negara dan aturan hukum agar pelaksanaan tugas Kabinet Merah Putih berjalan lancar. https://t.co/Sog9Nrq0An,21
The Big and Happy Family [!] ______________________________ Departemen Hubungan Masyarakat Bidang Komunikasi dan Informasi Kabinet Sejiwa 2024 #TumbuhBersama,18
Disiapkan 1 Bulan Sebelumnya Prabowo Rogoh Kocek Pribadi Biayai Retreat Kabinet di Magelang Habis Berapa? https://t.co/mLHjeQugcD,16
@SwigNyoRonand Kabinet korupsi? Saya salah denger kayaknya,7
coba km ke sini mas nanti pasti masuk kabinet,9
@Mdy_Asmara1701 Kabinet ga maju maju dong min @Gerindra,8
@Alfa_Bimas @Intel_Imut @Boediantar4 bisa aja ...menganalisa loyalitas dan kapasitas anggota kabinet itu khan semacam intelijen .... bisa dikerjakan sambil jalan. mustinya tidak mengurangi kinerja yg diharapkan .... let's PS play his game ... kita amati bareng2.,36
@prabowo keluar uang banyak untuk konsolidasi Kabinet Merah Putih di Magelang pulang ditraktir Presiden selama 3 hari @gibran_tweet malah sempat-sempatnya mampir blusukan di Pasar Gotong Royong merongrong popularitas Presiden yang sudah berusaha meng-upgrade isi kepalanya.,35
Presiden RI Prabowo Subianto ceritakan Ketika pertama kali umumkan Kabinet Merah Putih mendapatkan dampak yang baik bagi pasar #presidenprabowo #prabowosubianto #kabinetmerahputih #prabowogibran #dekade08 https://t.co/C8VzcgXnG1,24
Anggota Kabinet Merah Putih siap menggunakan mobil dinas Maung buatan PT Pindad (persero) apabila ada perintah dari Presiden Prabowo Subianto. https://t.co/5Q1z0kRznj,21
@nurulngalam1 ...Kalo aksi Kamisan gak sengaruh itu bagi Prabowo mustahil kabinet'y gak diisi oleh banyak aktivis 98. Juga gak mungkin Wiranto ambil bagian dalam pemerintahan'y. Persoalan aksi Kamisan gak dihiraukan oleh Jokowi juga Prabowo yah itu soal lain... (`` ),40
Presiden @prabowo gak main2 bentuk kabinet solid. Program wajib militer di Akmil bikin para menteri jadi tim tangguh siap satu komando &amp; selalu utamakan kepentingan rakyat. @airlangga_hrt @golkar_id @bahlillahadalia @mbahbinong @rahmatsn @JhonSitorus_18 https://t.co/Q7erZHgpLh https://t.co/t6ZC2hLCJE,34
@democrazymedia Prabowo udah jadi ayam sayur dan boneka nya Jokowi raja bohong kabinet merah pucat cuma kabinet omon-omon doang.,19
Kumpulan T15 diperinci dalam tempoh sebulan sebelum bentang ke kabinet https://t.co/62qw7S2hNh,11
@Mdy_Asmara1701 Kabinet perlu di ruwatan massal ni...,7
Retreat Kabinet Merah Putih Berjalan Lancar PLN Sukses Amankan Listrik Secara Berlapis #RetreatKabinet #PLN #EnergiUntukNegeri #IndonesiaMaju #Urbancitypro #UrbanCity #beritaterkini #beritaterkinihariini https://t.co/5P4pbZhctV,21
Struktur organisasi kementerian Kabinet Merah-Putih selesai pada November https://t.co/4d8RUbou5h,9
PRESIDEN Prabowo Subianto bakal rutin mengevaluasi kinerja para menteri di Kabinet Merah Putih. https://t.co/Yl4YryWHlx,14
Lewat wajib militer di Magelang para menteri belajar soal disiplin &amp; kekompakan. Di bwh arahan Presiden @prabowo kabinet ini siap satu komando &amp; kerja maksimal untk rakyat Indonesia. @airlangga_hrt @bahlillahadalia @Imade_kun @Tan_Mar3M @macaroonbyun https://t.co/DQswVDhr8C https://t.co/PIpelz9UpH,35
Di Akmil Magelang Presiden @prabowo beri pembekalan wajib militer buat para menteri. Disiplin patriotisme &amp; kekompakan ditanamkan biar kabinet solid kerja bareng demi satu tujuan untuk bangsa. @airlangga_hrt @golkar_id @bahlillahadalia https://t.co/Q7erZHgpLh https://t.co/WBbCNAOHge,32
Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi mengatakan Presiden Prabowo Subianto telah mempersiapkan kegiatan retret kabinet di Akademi Militer Magelang Jawa Tengah sejak sebulan sebelum dilantik sebagai Kepala Negara. #prabowosubianto #presidenprabowo #hasannasbi https://t.co/KLEuXGqzcd,32
Prabowo Bersyukur Kabinet Merah Putih Raih Respons Positif Pasar https://t.co/kDzvv8ZIyt,10
Partai NasDem telah memastikan tak menempatkan kadernya di Kabinet Merah Putih. https://t.co/fEVSo7bsLh,12
Kabinet Merah Putih skrng pny ikatan makin kuat usai wajib militer di Magelang. Presiden @prabowo kasih arahan lgsg spy para menteri siap bergerak dgn semangat baru untk rakyat @PDemokrat @SBYudhoyono @AgusYudhoyono @Mdy_Asmara1701 @_AnnisaKarisma @tijabar https://t.co/O2zu2OPvDW https://t.co/AKVxt4ztKz,36
Menteri Kehutanan Raja Juli Antoni mengatakan retreat Kabinet Merah Putih semakin memperjelas orientasi,13
Retreat Kabinet Merah Putih diketahui berlangsung dari Kamis (24/10) hingga Minggu (27/10).,12
Presiden @prabowo gerak cpt bikin kabinet yg solid. Program wajib militer di Magelang untk latih para menteri disiplin &amp; kerja bareng sebagai satu tim yg siap kompak bangun negeri. @airlangga_hrt @golkar_id @bahlillahadalia @Belok_dong @AHYS14P @NyaiiBubu https://t.co/DQswVDhr8C https://t.co/o0wwDUjlEY,37
@analispolitik g juga sih karena waktu yang bersamaan dgn brics dia mau mimpin perkemahan kabinet yang dia udah planning dari bulan2 yang lalu. karena kan nggak mungkin dia nggak hadir disitu. dia juga ngebolehin pejabat sekelas mentri untuk absen dri acara brti nunjukin brics jg penting,46
@tempodotco Inilah gambaran kabinet sesungguhnya persis....... Semakin suram bangsa ini,10
Kan namanya jg kabinet omon2 pak.. setali 3 uang dgn kepalanya.. pembusukan ikan itu dimulai dr kepala.. ,17
@BennyHarmanID Bagi yg saat bagian kue kekuasaan tentu optimis terutama kader partai yg masuk kabinet. Tapi bagi rakyat nampaknya awan hitam masih bergelayut meski sempat muncul matahari sebentar sebelum kabinet dibentuk namun awan hitam kembali tutupi matahari harapan Kabinet bobrok II.,41
@tvOneNews Nyali prabowo gk ada bedanya dgn pecundang...! Bersihkan dulu kabinet kamu presiden..! Zulhas itu biang rampok jamu biarkan keluaganya masuk jd perampok negara jg..!!!!!,25
HINDARI MAKAN DIRESTO ORANG RASIS....â€¼ @haikalhasan provokotor rasisâ€¼ Pak Presiden @prabowo bisa lihat dlm sebulan siapa2 yg harus out dari kabinet merah putih kan pak https://t.co/re68JTA2Xs,26
@ezash Setoran ke pemerintah nya kurang. Baru ganti kabinet ni butuh dana segar,13
Presiden Prabowo Wajibkan Anggota Kabinet Merah Putih Gunakan Maung Garuda Presiden Prabowo pun memberi arahan agar Maung dipakai oleh para menteri wakil menteri hingga pejabat eselon I sebagai kendaraan dinas. Supir Keenakan Truk Rosalia Tanggerang #Bisadipegang Malam Jumat https://t.co/rWMxqi7zsR,39
@DokterTifa @prabowo Bangkai busuk seperti Fufufafa yang mulai berulat dan akan siap merusak kabinet Prabowo seperti sulit untuk diabaikan begitu saja. Apa lagi sang penguasa akan melakukan perjalanan ke LN...,30
@msaid_didu Semestinya yang di tangkap yang nyata2terbukti korupsi uang rakyat para menteri2nya Jokowi yg sekarang bercokol di kabinet Prabowo belum lg perbuatan fufufafa yg menghina sana-sini itu sebenarnya yg di tangkap bukn Tom Lembong krn kebijakan impor gula itupun atas perintah Jokowi,42
@asumsico Menteri pertama dalam list reshuffle Kabinet Merah Putih,9
@SPrabawanta @awank2017 Era niku mentri2 kabinet pembangunan V apal,9
@mas_ioo @Tan_Mar3M Ini orang suka koarÂ² waktu masa Jokowi kini tak koarÂ² lagi karena udah masuk Kabinet. ,17
@_riverheaven @prabowo Kaya nya isi Kabinet/ Menteri2 nya Pak @prabowo wong e aneh2... Semoga Indonesia tambah maju ... Merdeka ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©,20
Fungsi Giring sebenernya dimasukin ke kabinet; ngehemat budget hiburan,9
@hardye76 Ibarat harga rumah 30M biaya pengerajaan bangun rumahnya 48 M. Ada 10 Pigai di kabinet menuju Indonesia bangkrut.,19
@UmarSyadatHsb__ dia ini preman bukan politisi apalagi negarawan inilah seken kabinet kabinet barang rongsok,14
@MamanPiyul he said timbul tenggelam bersama rakyat .. tp setelah memprovokasi pendukungnya sampe jatuh korban jiwa dia malah masuk kabinet.. dan ga pernah sekalipun menjenguk korban dan keluarganya.. so what do you expect guys??.. ,34
@penjagahatii009 @Piyusaja2 Jangan masuk angin lo kejag*ng ... ini jelas udah ada indikasi kerugian negara malah pada masuk kabinet,19
@risyadhahaha @bustwedan Kalian itu gaada bedanya erina dan najwa aja dibully abis2an pokoknya pendukung capres manapun kek taik semua ketikannya jahat dan berantem mulu padahal yg di atas bagi2 jabatan cawapres 01 aja masuk ke kabinet kalian ga sadar? Kalian cuma jd kambing hitam politik doang ,46
@Malik_Kamill @Hudzaifah_UJE @bustwedan Kalian itu gaada bedanya erina dan najwa aja dibully abis2an pokoknya pendukung capres manapun kek taik semua ketikannya jahat dan berantem mulu padahal yg di atas bagi2 jabatan cawapres 01 aja masuk ke kabinet kalian ga sadar? Kalian cuma jd kambing hitam politik doang ,47
@AzizAbdul77777 @bustwedan Kalian itu gaada bedanya erina dan najwa aja dibully abis2an pokoknya pendukung capres manapun kek taik semua ketikannya jahat dan berantem mulu padahal yg di atas bagi2 jabatan cawapres 01 aja masuk ke kabinet kalian ga sadar? Kalian cuma jd kambing hitam politik doang ,46
@bi4benn @bustwedan Kalian itu gaada bedanya erina dan najwa aja dibully abis2an pokoknya pendukung capres manapun kek taik semua ketikannya jahat dan berantem mulu padahal yg di atas bagi2 jabatan cawapres 01 aja masuk ke kabinet kalian ga sadar? Kalian cuma jd kambing hitam politik doang ,46
@CNNIndonesia Parah banget Merak - Bakauheni jadi Rp. 998.500 - ugalÂ²an blm ada Sebulan Pemerintahan Kabinet Gemoy hargaÂ² ikut naik gemoy Baru beberapa hari lalu gw nyebrang masih Rp. 750.000 - Ayo rakyat di perah tuk bayar gaji kabinet gemoy,40
@PecintaSayurKol Yoi u know kan kabinet maling asal pesanan bungkusssss @KejaksaanRI https://t.co/qHcrXVAvWl,12
MAYJEN (PURN) SOENARKO SANGAT MENDUKUNG KABINET MERAH PUTIH PEMERINTAHAN PRESIDEN PRABOWO KEMAJUAN INDONESIA DAM DEMI PELAYANAN YANG TERBAIK UNTUK MASYARAKAT https://t.co/lFOt4vRJfc,21
@Dedy44169434 @njogolathi Saya menyatakan tidak lanjut sejak sblm kabinet dibentuk. Itu murni keputusan saya pribadi. Apakah tidak terpakai lagi? Bisa ya atau tidak saya tidak tahu dan bukan lagi urusan saya.,31
@Mat_Asrar Pastinya.. Harus membereskan kebobrokan rezim lama..plus mengatur komposisi kabinet yang pas dan tepat..,14
KABINET OMONÂ² FUFUFA DITANGGAPI NEGATIF PASAR RUPIAH AMBRUK 15.700 EKONOMI SULIT BANGKIT Kabinet hanya dijadikan penampungan buzer. Dominasi buzer fufufafa pro Jokowi di kabinet akan mempercepat kehancuran negara dan merusak keuangan negara. dst NA. Haryokusumo (NATION RESEARCH) https://t.co/w3FjdrBvMv,38
@mbienyambay2 makanya itu... Ya Allah itu Paspamres kerja extra keras loh. Kemarin kan yg aktif Presiden saja kali ini Presiden dan Wakil Presiden cus langsung kerja! Mudah-mudahan Pak Presiden Wakil Presiden kabinet-kabinetnya dan Paspamres sehat semua ðŸ‡²ðŸ‡¨ Ketar-ketir juga aku.,40
Jakarta - Menteri Hukum Supratman menghadiri Rapat Kerja (Raker) bersama Komisi XIII Dewan Perwakilan Rakyat (DPR) Republik Indonesia Senin (4/11/2024). Ini merupakan rapat perdana Menteri Hukum bersama DPR sejak dibentuknya Kabinet Merah Putih oleh Presiden Prabowo Subianto. https://t.co/rG0p96rTc4,38
3. Pohon dan Keberlanjutan Sumber Daya Alam 4. Pohon sebagai penyedia Oksigen #Neuron #NeurondiNovember #HimbioUnpad #BiologiUnpad ------------------ Himbio FMIPA Unpad 2024 Dewan Pengurus XLV Kabinet Neuron,26
@mediaindonesia Kalau indikasi korupsi pejabat di era Jokowi dibiarkan malah yg terindikasi korupsi masuk kabinet lagi bagaimana bisa bentuk pemerintahan yg bersih?,22
Kabinet bermasalah di mulai dari pemilihnya yang bermasalah,8
Eh....keknya setelah nyadar usahanya gagal mulu mulai banting stir si doi....kemaren udah posting 2x berfoto ama mentri Kabinet Merah Putih..,20
@ommi_siregar RAJA JAWA PUKIMA PKI @jokowi Wajib di TANGKAP dan di HUKUM MATI...!!! KABINET SAMPAH Prabowo adalah Kelanjutan dari Program Jokowi dan Antek-anteknya (Globalist Kafir + Komunis). Tujuan nya Hanya Satu = Menjadikan Indonesia negara Komunis. #HukumMatiJokowi #HukumMatiJokowi https://t.co/MSl6C9TAaV,39
@CNNIndonesia Mau perombakan kabinet .............. Awokwokwokwok,6
@pakmul63 @msaid_didu Reaksi pasar yg cenderung negatif. Apakah krn sentimen negatif thd susunan kabinet atau kondisi aktual ekonomi yg tidak sehat pak?,22
@valenxxsia @budimuni98 ini Sampah yang tidak layak masuk dlm Kabinet. @Maruarar_Sirait @luhut_binsar @bahlillahadalia @airlangga_hrt...mereka Semua PENGKHIANAT BANGSA yang Sangat ANTI ISLAM... Kabinet PRABOWO adalah KABINET PKI yg Melanjutkan Program Raja Jawa PUKIMA @jokowi.. Bangsat..! https://t.co/7FE3kuNAqj,35
@mediaindonesia Setiap hari ngomong pemerintahan yang bersih namun di kabinet bercokol banyak penyamun semua akan jadi omon-omon.,17
@MurtadhaOne1 kalau dia berkicau setengah kabinet masuk bui kayaknya ,9
 Tak Berkutik! Kejagung Bongkar Korupsi Besar Dirjen Kemenhub Terseret Kasus Jalur Kereta Api Besitang-Langsa! #LoyalitasKejagung #FebrieArdiansyah #JampidsusDiuntit #BagimuNegeri #UsutTuntas #fyp #cepatfyp #tranding #vidios #prabowo #kabinet #kabinetmerahputih #tren https://t.co/Lnf3zro4OW,28
Bravo Kabinet Merah Putih Presiden Haji Jenderal TNI AD PS bin SD. https://t.co/L98LLhG2hN,13
@msaid_didu Jokoei itu kan suhunya prabowo.pernahkan prabowo bilang bahwa moelyono itu kan gurunya. Tampak nya jokwi pegang kendali si prabowo. Kabinet ini akan timpang jalannya dan semua itu pasti kendalikan moelyono.knp prabowo tidak sowan ke ESBEYE?mantan presiden yg kharismatik .,40
